"type","date","summary","link","critical","non_critical","hall","crit_count","noncrit_count","year","month"
"Standard Inspection",2015-05-06,"1 critical & 2 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=725E08B9DB4839AB85257E3D005CE677","
 3717-1-06.2(C) / Handwashing sinks - hand drying provision.Critical Repeat   Observed no towels or hand drying device at the handwashing sink(s).
-Paper towels were not available at all hand sinks. To prevent contamination by hands, each handwashing sink or group of adjacent handwashing sinks shall beprovided with: Individual, disposable towels; a continuous towel system that supplies the user with a clean towel; a heated-air hand drying device; or a hand drying device that employs an air-knife system that delivers high velocity, pressurized air at ambient temperatures.
","
3717-1-04.1(KK) / Food equipment - certification and classification.    Equipment is not approved by a recognized testing agency.
-Observed a residential roaster in the kitchen. Food equipment that is acceptable for use in a FSO or RFE shall be approved by a recognized food equipment testing agency.
-Remove all residential equipment. Use only commercial grade, NSF-approved equipment. 
 3717-1-05.4(R) / Removal - frequency.    Observed an accumulation of refuse, recyclables, or returnables.
-Observed a large amount of used boxes stored on the floor in the storage area. Refuse, recyclables, or returnables shall be removed from the premises at a frequency that will minimize the development of objectionable odors and other conditions that attract or harbor insects and rodents.
-Remove garbage/used cardboard on a frequent basis. 
","Heritage Dining Hall",1,2,2015,"May"
"Standard Inspection",2015-02-03,"3 critical & 6 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=09B72EB3135A5DD885257DE10051C860","
3717-1-03.2(A)(2) / Preventing contamination from hands - bare hand contactCritical  Corrected During Inspection Observed food employee touching ready-to-eat food with bare hands.To prevent contamination, except when washing raw fruits and vegetables, food employees may not contact exposed, ready-to-eat food with their bare hands and shall use suitable utensils.
 3717-1-06.2(C) / Handwashing sinks - hand drying provision.Critical    Observed no towels or hand drying device at the ""flesh room"" handwashing sink(s).To prevent contamination by hands, each handwashing sink or group of adjacent handwashing sinks shall beprovided with: Individual, disposable towels; a continuous towel system that supplies the user with a clean towel; a heated-air hand drying device; or a hand drying device that employs an air-knife system that delivers high velocity, pressurized air at ambient temperatures.
 3717-1-07(B) / Working containers - common name.Critical    Observed working containers of poisonous or toxic chemicals that were not properly labeled with the name of the material.To prevent health hazards, working containers used for poisonous or toxic materials such as cleaners and sanitizers taken from bulk supplies shall be clearly and individually identified with the common name of the material.
","
 3717-1-04.4(A)(1) / Equipment - good repair and proper adjustment.    Equipment and/or components are not maintained in good working order. Oven mitts that have exposed stuffing require replacement.Equipment shall be maintained in a state of repair and condition that meets the requirements specified under rules 3717-1-04 and 3717-1-04.1 of this code.
 3717-1-04.4(A)(1) / Equipment - good repair and proper adjustment.    Equipment and/or components are not maintained in good working order.Plastic glasses are covered with lime deposits. Soak in acid solution and remove the residue or replace them.Equipment shall be maintained in a state of repair and condition that meets the requirements specified under rules 3717-1-04 and 3717-1-04.1 of this code.
 3717-1-04.5(A)(2) / Cleanliness of food-contact surfaces of cooking equipment and pans.    Cooking equipment or pan surfaces are dirty. Outside of pots and pans (stored in the ""flesh"" equipment storage room) are greasy.  The greasy bottoms are in contact with the food contact area of other pans when stacked.To prevent contamination, the food-contact surfaces of cooking equipment and pans shall be kept clean.
 3717-1-04.8(A) / Equipment and utensils - air-drying required.    Equipment and utensils are not being air dried. Pans stored in 'flesh"" kitchen food equipment storage room were stacked onto one another while still wet.After cleaning and sanitizing, equipment and utensils shall be air-dried or used after adequate draining before contact with food and utensils, and may not be cloth dried.
 3717-1-04.8(E) / Equipment, utensils, linens, single-service articles, and single-use articles - storage.    Cleaned equipment and utensils, laundered linens, or single-service and single-use articles are not properly stored. Boxes of foam plates and tumblers were store on the dining room floor.Cleaned equipment and utensils, laundered linens, single-service articles, and single-use articles shall be properly stored as described in this rule.
 3717-1-06.4(B) / Cleaning - frequency and restrictions.    Observed a build-up of dirt and debris. Kitchen floor needs more thorough and frequent cleaning.  Debris and litter observed under equipment.The physical facilities shall be cleaned as often as necessary to keep them clean, and cleaning shall be done during periods when the least amount of food is exposed.
","Heritage Dining Hall",3,6,2015,"February"
"Standard Inspection",2014-09-02,"2 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=143993E3C669695F85257D4700637CBD","
3717-1-04.6(C) / Hot water and chemical sanitizing - methods.Critical    Food-contact surfaces and utensils were not sanitized using an approved combination of exposure time, chemical concentration, temperature, and/or pH. The automatic dishwashing machine does not attain the necessary temperature/cycle time to raise the surface temperature of wares to the required 160F.After being cleaned, food-contact surfaces and utensils shall be sanitized by a method as listed in this rule. Manually wash, rinse, and sanitize all food contact surfaces. Repairs were ordered for the machine.
 3717-1-05.3(C) / Backflow prevention.Critical    Observed an incorrect installation of plumbing between the sewage system and a drain originating from the ""FLEISCH"", or meat, food preparation sink. An air gap shall be installed so that the termination of the sink drain is above the floor drain. The atmospheric gap vertical distance shall equal 2 x the diameter of the sink's drain.A connection may not exist between the sewage system and a drain originating from equipment in which food, portable equipment, or utensils are placed unless allowed by the Ohio building code. Correct immediately.
","
 3717-1-06.4(N) / Maintaining premises - unnecessary items and litter.    Observed unnecessary or nonfunctional items and /or litter on the premises. An accumulation of empty boxes are stored in the wired cage storage area.The premises shall be free of Items that are unnecessary to the operation or maintenance of the FSO or RFE such as equipment that is nonfunctional or no longer used and litter. Correct immediately.
","Heritage Dining Hall",2,1,2014,"September"
"Standard/Process Review Inspection",2025-01-27,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=35C932D381A8712985258C1F006B1358","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lorenzo's Pizzera",0,0,2025,"January"
"Standard/Process Review Inspection",2024-08-13,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=7C3DACF8AE53115C85258B7800645780","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lorenzo's Pizzera",0,0,2024,"August"
"Standard/Process Review Inspection",2024-01-25,"1 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=F104DC1ECDBEACBA85258AAF00613AB0","
3717-1-07.1(C) / Poisonous or toxic materials: Conditions of use.Critical  Corrected During Inspection Improper use of a poisonous or toxic substance.
-Observed a ""Hot Shot"" pest control strip near the beverage station.
-PIC discarded the pest control strip.
-Ensure only pest control devices that are approved for food service are used. 
","

","Lorenzo's Pizzera",1,0,2024,"January"
"Consultation Inspection",2024-01-18,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=AD5D28DAFF14B50585258AA80058E5AB","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lorenzo's Pizzera",0,0,2024,"January"
"Follow-up Inspection",2024-01-12,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=FD42597D78B2AB6F85258AA2004F5AEE","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lorenzo's Pizzera",0,0,2024,"January"
"Consultation Inspection",2024-01-10,"0 critical & 0 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=2307754D3C3113B485258AA0004AF7D3","
No critical violations were documented at the time of inspection.
","
No violations were documented at the time of inspection.
","Lorenzo's Pizzera",0,0,2024,"January"
"Standard/Process Review Inspection",2023-07-10,"1 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=57FBDCBF4810F4BA852589E80058B239","
 3717-1-07.1(A) / Poisonous or toxic materials: Storage: separation.Critical  Corrected During Inspection Improper storage of poisonous or toxic materials.
-Observed a sanitizer spray bottle stored on the counter with the nozzle facing hot held meatballs.
-PIC immediately moved the spray bottle to prevent possible contamination. 
","
3717-1-05.1(G) / Handwashing sinks-Number.    Inadequate number of handwashing sinks.
-Observed no hand washing sink by the outdoor pizza prep and cooking area.
-An employee was cooking pizzas at time of inspection.
-When food prep or cooking is occurring outside, ensure handwashing equipment is available. 
","Lorenzo's Pizzera",1,1,2023,"July"
"Standard/Process Review Inspection",2023-01-23,"2 critical & 1 non-critical","https://healthspace.com/Clients/Ohio/LorainCounty/Web.nsf/Food-InspectionDetails?OpenView&RestrictToCategory=9E0DCD1B6573BF3585258940007210AB","
3717-1-03.4(F)(1)(b) / Time/temperature controlled for safety food - cold holding.Critical  Corrected During Inspection TCS foods not being cold held at the proper temperature.
-Observed cut lettuce at 62.6F in a small prep cooler in the salad area. 
-The PIC voluntarily discarded the lettuce. 
 3717-1-07(B) / Poisonous or toxic materials: Working containers - common name.Critical  Corrected During Inspection Working containers of poisonous or toxic materials not properly labeled.
-Observed an unlabeled spray bottle in the kitchen. 
-The PIC labeled the bottle as sanitizer during the inspection.  
","
 3717-1-04.2(H)(2) / Temperature measuring devices - mechanical warewashing.    Irreversible registering temperature indicator not readily accessible for hot water mechanical warewashing operations.
-Observed there was no water proof thermometer or color changing test strips for the heat sanitizing mechanical dish machine.
-Obtain either a water proof thermometer or color changing test strips. 
","Lorenzo's Pizzera",2,1,2023,"January"
